inst#,predicted,prediction,REVIEW-ID,CLASS
7128,positive,0.81,42642,positive
7129,positive,0.8,5285,positive
7130,positive,0.65,66781,positive
7131,positive,0.79,70849,positive
7132,positive,0.45,62428,positive
7133,positive,0.42,44777,positive
7134,positive,0.7,72017,positive
7135,positive,0.68,46836,positive
7136,positive,0.66,603,positive
7137,positive,0.63,49417,positive
7138,negative,0.45,20833,negative
7139,positive,0.68,65799,positive
7140,positive,0.63,7775,positive
7141,positive,0.42,22767,positive
7142,positive,0.72,35323,positive
7143,positive,0.8,16319,positive
7144,positive,0.74,22304,positive
7145,negative,0.65,26671,negative
7146,negative,0.44,22739,negative
7147,positive,0.59,52111,positive
7148,positive,0.77,7816,positive
7149,positive,0.74,70859,positive
7150,positive,0.71,41,positive
7151,negative,0.38,25050,negative
7152,positive,0.85,30899,positive
7153,positive,0.43,45536,positive
7154,positive,0.7,71866,positive
7155,positive,0.59,52811,positive
7156,positive,0.55,64230,positive
7157,positive,0.92,29463,positive
7158,positive,0.48,20382,positive
7159,positive,0.66,23849,positive
7160,positive,0.47,53686,positive
7161,positive,0.43,58055,positive
7162,positive,0.52,39309,positive
7163,negative,0.5,69642,negative
7164,negative,0.722,32071,negative
7165,positive,0.487,7873,positive
7166,positive,0.51,15621,positive
7167,positive,0.82,57910,positive
7168,positive,0.9,59692,positive
7169,positive,0.43,12384,positive
7170,positive,0.58,69505,positive
7171,positive,0.59,10478,positive
7172,positive,0.58,65393,positive
7173,negative,0.88,27136,negative
7174,positive,0.8,15038,positive
7175,positive,0.61,1949,positive
7176,positive,0.56,8836,positive
7177,positive,0.73,64396,positive
7178,positive,0.62,58493,positive
7179,positive,0.72,25163,positive
7180,positive,0.77,36082,positive
7181,positive,0.86,66130,positive
7182,positive,0.53,48241,positive
7183,positive,0.43,39840,positive
7184,positive,0.57,46819,positive
7185,positive,0.58,28127,positive
7186,positive,0.56,55700,positive
7187,positive,0.83,67169,positive
7188,positive,0.57,63943,positive
7189,negative,0.62,22218,negative
7190,positive,0.93,13226,positive
7191,positive,0.71,45871,positive
7192,negative,0.43,10950,negative
7193,positive,0.47,61506,positive
7194,positive,0.57,2207,positive
7195,positive,0.55,50559,positive
7196,negative,0.53,10926,negative
7197,positive,0.63,65017,positive
7198,positive,0.7,29597,positive
7199,negative,0.55,37284,negative
7200,positive,0.74,18763,positive
7201,positive,0.778,10623,positive
7202,negative,0.5,14631,negative
7203,negative,0.4,16750,negative
7204,positive,0.8,41908,positive
7205,positive,0.6,20250,positive
7206,positive,0.72,4461,positive
7207,positive,0.51,23888,positive
7208,positive,0.8,32398,positive
7209,positive,0.48,68356,positive
7210,positive,0.63,4545,positive
7211,positive,0.76,63835,positive
7212,positive,0.81,22841,positive
7213,negative,0.41,26824,negative
7214,positive,0.89,5530,positive
7215,negative,0.6,28584,negative
7216,positive,0.55,71349,positive
7217,negative,0.47,65466,negative
7218,positive,0.91,64628,positive
7219,positive,0.66,26219,positive
7220,positive,0.92,13350,positive
7221,positive,0.6,61176,positive
7222,positive,0.85,32540,positive
7223,negative,0.6,57822,negative
7224,negative,0.48,31409,negative
7225,positive,0.62,18461,positive
7226,positive,0.38,28096,positive
7227,negative,0.49,12677,negative
7228,positive,0.64,60146,positive
7229,positive,0.55,2212,positive
7230,negative,0.73,36998,negative
7231,negative,0.7,36925,negative
7232,positive,0.75,23729,positive
7233,positive,0.69,35142,positive
7234,positive,0.846,64544,positive
7235,positive,0.64,1129,positive
7236,positive,0.48,24283,positive
7237,positive,0.73,62939,positive
7238,neutral,0.42,49887,neutral
7239,positive,0.67,11467,positive
7240,positive,0.656,9306,positive
7241,positive,0.56,58692,positive
7242,negative,0.74,16733,negative
7243,positive,0.66,22092,positive
7244,negative,0.64,25557,negative
7245,positive,0.47,41140,positive
7246,positive,0.51,16215,positive
7247,positive,0.39,44941,positive
7248,positive,0.71,5824,positive
7249,positive,0.45,18928,positive
7250,positive,0.76,33215,positive
7251,positive,0.6,59942,positive
7252,positive,0.74,68125,positive
7253,positive,0.71,56962,positive
7254,negative,0.45,10360,negative
7255,negative,0.39,29274,negative
7256,positive,0.92,2,positive
7257,positive,0.69,5397,positive
7258,positive,0.68,29448,positive
7259,positive,0.57,49655,positive
7260,positive,0.75,9965,positive
7261,positive,0.77,69570,positive
7262,positive,0.83,44506,positive
7263,positive,0.6,56825,positive
7264,positive,0.63,9099,positive
7265,negative,0.45,62314,negative
7266,positive,0.59,12726,positive
7267,positive,0.64,3873,positive
7268,positive,0.64,27125,positive
7269,positive,0.63,36202,positive
7270,negative,0.65,30086,negative
7271,positive,0.45,12544,positive
7272,positive,0.37,40314,positive
7273,negative,0.79,26622,negative
7274,positive,0.7,49053,positive
7275,positive,0.5,32195,positive
7276,positive,0.8,58628,positive
7277,negative,0.51,9643,negative
7278,positive,0.46,54335,positive
7279,positive,0.57,35858,positive
7280,positive,0.55,62394,positive
7281,positive,0.93,2257,positive
7282,positive,0.55,54214,positive
7283,positive,0.74,68619,positive
7284,positive,0.75,15121,positive
7285,positive,0.51,75,positive
7286,positive,0.44,41775,positive
7287,positive,0.5,11357,positive
7288,negative,0.63,29777,negative
7289,positive,0.65,42321,positive
7290,positive,0.52,27155,positive
7291,neutral,0.635,39921,neutral
7292,negative,0.43,6741,negative
7293,positive,0.49,9936,positive
7294,positive,0.55,66481,positive
7295,negative,0.73,8405,negative
7296,negative,0.68,9501,negative
7297,positive,0.59,49163,positive
7298,negative,0.61,7841,negative
7299,positive,0.52,69942,positive
7300,positive,0.61,42398,positive
7301,negative,0.67,10558,negative
7302,positive,0.64,8421,positive
7303,positive,0.89,70246,positive
7304,positive,0.56,64515,positive
7305,negative,0.72,65604,negative
7306,positive,0.74,50999,positive
7307,positive,0.99,58428,positive
7308,neutral,0.38,48665,neutral
7309,positive,0.85,60693,positive
7310,negative,0.35,33820,negative
7311,positive,0.62,46073,positive
7312,positive,0.56,59341,positive
7313,positive,0.82,34188,positive
7314,positive,0.6,13890,positive
7315,positive,0.56,46003,positive
7316,negative,0.82,27767,negative
7317,negative,0.68,41178,negative
7318,positive,0.93,41762,positive
7319,positive,0.65,54108,positive
7320,positive,0.74,63110,positive
7321,negative,0.55,13836,negative
7322,negative,0.59,17820,negative
7323,positive,0.46,33639,positive
7324,negative,0.81,64902,negative
7325,positive,0.51,49128,positive
7326,positive,0.79,42555,positive
7327,negative,0.46,61652,negative
7328,positive,0.73,23254,positive
7329,positive,0.46,18292,positive
7330,positive,0.43,46268,positive
7331,positive,0.61,39820,positive
7332,negative,0.43,26131,negative
7333,positive,0.77,65597,positive
7334,positive,0.58,65701,positive
7335,neutral,0.41,48667,neutral
7336,neutral,0.44,49035,neutral
7337,positive,0.63,28324,positive
7338,positive,0.71,20847,positive
7339,positive,0.89,63926,positive
7340,positive,0.63,71848,positive
7341,negative,0.74,34021,negative
7342,positive,0.74,22566,positive
7343,positive,0.67,55127,positive
7344,positive,0.84,43050,positive
7345,positive,0.68,27516,positive
7346,negative,0.58,11747,negative
7347,positive,0.4,30028,positive
7348,positive,0.64,41790,positive
7349,positive,0.86,38544,positive
7350,positive,0.525,71151,positive
7351,negative,0.95,52296,negative
7352,positive,0.78,55132,positive
7353,positive,0.56,57608,positive
7354,positive,0.84,12192,positive
7355,positive,0.71,52670,positive
7356,negative,0.79,59218,negative
7357,positive,0.87,34750,positive
7358,negative,0.793,8424,negative
7359,negative,0.6,45613,negative
7360,positive,0.45,40129,positive
7361,negative,0.8,67188,negative
7362,positive,0.64,47766,positive
7363,positive,0.68,61502,positive
7364,positive,0.61,40662,positive
7365,positive,0.82,36130,positive
7366,positive,0.88,21209,positive
7367,positive,0.56,60452,positive
7368,positive,0.45,33144,positive
7369,positive,0.49,56022,positive
7370,positive,0.64,48571,positive
7371,positive,0.8,61122,positive
7372,negative,0.69,67066,negative
7373,positive,0.52,53489,positive
7374,positive,0.5,65907,positive
7375,negative,0.55,72304,negative
7376,positive,0.537,64486,positive
7377,positive,0.49,67763,positive
7378,positive,0.95,61096,positive
7379,positive,0.61,21118,positive
7380,positive,0.39,39164,positive
7381,negative,0.55,8054,negative
7382,positive,0.73,38586,positive
7383,positive,0.92,64891,positive
7384,positive,0.72,55371,positive
7385,positive,0.43,39044,positive
7386,positive,0.89,65066,positive
7387,positive,0.67,51193,positive
7388,positive,0.86,379,positive
7389,positive,0.71,67103,positive
7390,positive,0.56,56945,positive
7391,positive,0.59,53431,positive
7392,negative,0.44,66147,negative
7393,positive,0.74,70146,positive
7394,negative,0.9,33338,negative
7395,positive,0.59,41569,positive
7396,neutral,0.42,54258,neutral
7397,positive,0.616,35647,positive
7398,positive,0.66,60503,positive
7399,negative,0.77,54471,negative
7400,negative,0.44,39827,negative
7401,positive,0.53,29791,positive
7402,positive,0.52,61205,positive
7403,negative,0.81,44212,negative
7404,positive,0.75,26512,positive
7405,positive,0.78,63182,positive
7406,neutral,0.39,53391,neutral
7407,positive,0.49,66598,positive
7408,positive,0.8,4786,positive
7409,positive,0.57,21631,positive
7410,positive,0.87,62345,positive
7411,negative,0.62,31470,negative
7412,positive,0.51,71582,positive
7413,positive,0.47,22899,positive
7414,positive,0.75,54772,positive
7415,negative,0.415,25170,negative
7416,positive,0.59,36455,positive
7417,negative,0.62,38193,negative
7418,positive,0.54,48701,positive
7419,positive,0.51,17367,positive
7420,positive,0.88,64498,positive
7421,negative,0.84,38402,negative
7422,positive,0.9,71224,positive
7423,positive,0.52,45293,positive
7424,negative,0.63,54272,negative
7425,positive,0.88,54356,positive
7426,positive,0.86,37246,positive
7427,negative,0.5,59542,negative
7428,positive,0.68,32747,positive
7429,positive,0.8,30875,positive
7430,positive,0.66,7321,positive
7431,positive,0.5,24719,positive
7432,positive,0.71,54098,positive
7433,positive,0.47,15247,positive
7434,positive,0.49,32533,positive
7435,positive,0.66,5142,positive
7436,positive,0.64,24759,positive
7437,positive,0.82,61513,positive
7438,positive,0.47,60103,positive
7439,positive,0.8,10960,positive
7440,negative,0.45,21053,negative
7441,positive,0.54,47131,positive
7442,positive,0.67,25320,positive
7443,positive,0.52,63764,positive
7444,negative,0.64,43306,negative
7445,negative,0.6,68643,negative
7446,positive,0.67,55564,positive
7447,positive,0.49,49918,positive
7448,positive,0.85,35518,positive
7449,negative,0.5,32164,negative
7450,positive,0.76,71269,positive
7451,negative,0.49,31112,negative
7452,negative,0.78,19382,negative
7453,negative,0.63,50015,negative
7454,positive,0.395,52722,positive
7455,positive,0.6,22026,positive
7456,positive,0.62,63932,positive
7457,positive,0.66,56252,positive
7458,negative,0.69,11017,negative
7459,positive,0.61,67499,positive
7460,negative,0.48,15831,negative
7461,positive,0.52,51391,positive
7462,negative,0.56,37661,negative
7463,negative,0.87,65332,negative
7464,positive,0.64,4844,positive
7465,positive,0.52,7098,positive
7466,negative,0.442,64011,negative
7467,positive,0.77,41077,positive
7468,negative,0.65,58131,negative
7469,negative,0.55,22322,negative
7470,positive,0.57,13200,positive
7471,positive,0.64,58163,positive
7472,positive,0.88,8352,positive
7473,positive,0.64,11251,positive
7474,positive,0.83,22399,positive
7475,positive,0.74,35215,positive
7476,positive,0.68,20040,positive
7477,positive,0.55,33143,positive
7478,negative,0.53,59798,negative
7479,negative,0.44,26599,negative
7480,positive,0.93,43310,positive
7481,negative,0.79,43396,negative
7482,positive,0.64,16317,positive
7483,positive,0.53,10415,positive
7484,negative,0.73,4541,negative
7485,positive,0.92,54261,positive
7486,positive,0.56,42015,positive
7487,positive,0.49,14394,positive
7488,positive,0.86,55028,positive
7489,negative,0.41,38485,negative
7490,negative,0.51,8178,negative
7491,positive,0.79,66443,positive
7492,negative,0.54,12827,negative
7493,negative,0.66,7349,negative
7494,negative,0.46,15250,negative
7495,positive,0.99,35298,positive
7496,negative,0.73,64208,negative
7497,negative,0.6,13582,negative
7498,positive,0.53,71927,positive
7499,positive,0.75,58515,positive
7500,positive,0.62,50219,positive
7501,positive,0.52,19221,positive
7502,negative,0.573,12116,negative
7503,negative,0.75,67399,negative
7504,positive,0.77,71530,positive
7505,positive,0.63,32057,positive
7506,positive,0.77,63150,positive
7507,positive,0.62,39779,positive
7508,positive,0.73,69537,positive
7509,positive,0.84,67813,positive
7510,positive,0.69,62882,positive
7511,negative,0.63,23961,negative
7512,positive,0.76,33066,positive
7513,positive,0.64,37218,positive
7514,positive,0.42,54250,positive
7515,positive,0.81,3707,positive
7516,positive,0.72,18178,positive
7517,neutral,0.4,51020,neutral
7518,negative,0.71,6312,negative
7519,positive,0.44,70895,positive
7520,positive,0.72,54294,positive
7521,positive,0.94,886,positive
7522,positive,0.95,23310,positive
7523,positive,0.84,25971,positive
7524,positive,0.79,25780,positive
7525,negative,0.54,27044,negative
7526,positive,0.46,35447,positive
7527,positive,0.87,31941,positive
7528,positive,0.54,10637,positive
7529,positive,0.64,71087,positive
7530,positive,0.51,68994,positive
7531,positive,0.48,61154,positive
7532,positive,0.62,31839,positive
7533,negative,0.49,67647,negative
7534,positive,0.83,70312,positive
7535,positive,0.74,11368,positive
7536,positive,0.51,40828,positive
7537,positive,0.4,12507,positive
7538,positive,0.74,61651,positive
7539,positive,0.64,50356,positive
7540,negative,0.5,26317,negative
7541,negative,0.54,41847,negative
7542,negative,0.7,20738,negative
7543,positive,0.54,64871,positive
7544,positive,0.65,3007,positive
7545,positive,0.54,48540,positive
7546,negative,0.66,51956,negative
7547,positive,0.73,70676,positive
7548,positive,0.47,60748,positive
7549,positive,0.88,31862,positive
7550,positive,0.6,20636,positive
7551,negative,0.552,10870,negative
7552,positive,0.91,61181,positive
7553,positive,0.39,45926,positive
7554,positive,0.86,69693,positive
7555,positive,0.94,63571,positive
7556,positive,0.91,16854,positive
7557,positive,0.51,53204,positive
7558,positive,0.63,35027,positive
7559,neutral,0.38,21189,neutral
7560,positive,0.85,23678,positive
7561,positive,0.36,26607,positive
7562,positive,0.55,43060,positive
7563,positive,0.68,59804,positive
7564,negative,0.4,12024,negative
7565,negative,0.47,24916,negative
7566,positive,0.65,65740,positive
7567,positive,0.54,53756,positive
7568,positive,0.37,19737,positive
7569,positive,0.69,60249,positive
7570,neutral,0.46,4343,neutral
7571,positive,0.47,971,positive
7572,positive,0.624,15461,positive
7573,positive,0.64,5884,positive
7574,negative,0.61,16707,negative
7575,neutral,0.45,8481,neutral
7576,negative,0.68,35560,negative
7577,positive,0.87,35548,positive
7578,positive,0.43,34626,positive
7579,negative,0.6,18188,negative
7580,positive,0.76,7396,positive
7581,positive,0.64,45980,positive
7582,positive,0.9,70372,positive
7583,negative,0.67,35240,negative
7584,negative,0.75,38420,negative
7585,positive,0.39,22497,positive
7586,positive,0.84,62647,positive
7587,neutral,0.39,41105,neutral
7588,positive,0.68,14117,positive
7589,positive,0.46,9059,positive
7590,positive,0.58,18276,positive
7591,negative,0.41,39196,negative
7592,negative,0.58,500,negative
7593,negative,0.36,56709,negative
7594,positive,0.7,43781,positive
7595,positive,0.94,1279,positive
7596,negative,0.54,14762,negative
7597,positive,0.74,53974,positive
7598,positive,0.67,41709,positive
7599,negative,0.64,52021,negative
7600,positive,0.7,21091,positive
7601,positive,0.64,43548,positive
7602,positive,0.93,64116,positive
7603,positive,0.55,57650,positive
7604,positive,0.9,41130,positive
7605,positive,0.53,36775,positive
7606,negative,0.56,6736,negative
7607,positive,0.51,16814,positive
7608,positive,0.81,43143,positive
7609,negative,0.48,31757,negative
7610,positive,0.75,5772,positive
7611,positive,0.85,36663,positive
7612,positive,0.55,50814,positive
7613,positive,0.64,61568,positive
7614,positive,0.85,31764,positive
7615,positive,0.67,34025,positive
7616,negative,0.67,7179,negative
7617,positive,0.68,31920,positive
7618,positive,0.55,53166,positive
7619,positive,0.43,20240,positive
7620,positive,0.73,59477,positive
7621,positive,0.609,24125,positive
7622,positive,0.68,69705,positive
7623,negative,0.51,13880,negative
7624,negative,0.41,57829,negative
7625,positive,0.78,62358,positive
7626,positive,0.55,23919,positive
7627,positive,0.63,51523,positive
7628,positive,0.71,43097,positive
7629,positive,0.64,35365,positive
7630,positive,0.49,21363,positive
7631,positive,0.93,61481,positive
7632,negative,0.4,37977,negative
7633,positive,0.66,27885,positive
7634,positive,0.63,54253,positive
7635,negative,0.44,32211,negative
7636,negative,0.37,34138,negative
7637,negative,0.55,32507,negative
7638,positive,0.86,54991,positive
7639,positive,0.53,60137,positive
7640,negative,0.5,55435,negative
7641,positive,0.4,8021,positive
7642,positive,0.92,58560,positive
7643,negative,0.49,54420,negative
7644,positive,0.85,34226,positive
7645,negative,0.84,25855,negative
7646,positive,0.66,43907,positive
7647,positive,0.69,63152,positive
7648,positive,0.84,33756,positive
7649,positive,0.95,63490,positive
7650,positive,0.8,49950,positive
7651,negative,0.419,12576,negative
7652,positive,0.82,69440,positive
7653,negative,0.72,28171,negative
7654,positive,0.52,62407,positive
7655,positive,0.65,16399,positive
7656,positive,0.65,26533,positive
7657,negative,0.45,4562,negative
7658,positive,0.43,17172,positive
7659,positive,0.45,21045,positive
7660,positive,0.94,68437,positive
7661,positive,0.61,46622,positive
7662,negative,0.51,42377,negative
7663,positive,0.61,55004,positive
7664,positive,0.63,26366,positive
7665,negative,0.66,40432,negative
7666,positive,0.59,53932,positive
7667,positive,0.91,53801,positive
7668,positive,0.85,27046,positive
7669,positive,0.59,48428,positive
7670,positive,0.61,47495,positive
7671,negative,0.83,33720,negative
7672,positive,0.518,9932,positive
7673,positive,0.44,8418,positive
7674,positive,0.69,18153,positive
7675,positive,0.71,34871,positive
7676,positive,0.61,24115,positive
7677,positive,0.91,7604,positive
7678,positive,0.52,47515,positive
7679,positive,0.45,51026,positive
7680,positive,0.66,49823,positive
7681,positive,0.68,2581,positive
7682,positive,0.84,22861,positive
7683,positive,0.48,13611,positive
7684,positive,0.85,64071,positive
7685,positive,0.66,15634,positive
7686,positive,0.82,71314,positive
7687,positive,0.46,14935,positive
7688,positive,0.57,13698,positive
7689,negative,0.66,46204,negative
7690,positive,0.49,23999,positive
7691,negative,0.72,58143,negative
7692,positive,0.8,62561,positive
7693,positive,0.83,31006,positive
7694,positive,0.5,51360,positive
7695,negative,0.4,36945,negative
7696,positive,0.95,34820,positive
7697,positive,0.72,16350,positive
7698,positive,0.65,8921,positive
7699,positive,0.65,6177,positive
7700,positive,0.45,28558,positive
7701,positive,0.71,63095,positive
7702,neutral,0.38,48320,neutral
7703,positive,0.8,10451,positive
7704,positive,0.93,68555,positive
7705,positive,0.54,17314,positive
7706,positive,0.9,30626,positive
7707,positive,0.63,59910,positive
7708,positive,0.94,42003,positive
7709,positive,0.59,25876,positive
7710,negative,0.48,64771,negative
7711,positive,0.46,44894,positive
7712,positive,0.61,50731,positive
7713,negative,0.43,28481,negative
7714,positive,0.54,11549,positive
7715,negative,0.57,32239,negative
7716,positive,0.94,62877,positive
7717,positive,0.56,21830,positive
7718,positive,0.494,8420,positive
7719,positive,0.5,27080,positive
7720,negative,0.7,52292,negative
7721,positive,0.84,59138,positive
7722,positive,0.78,53331,positive
7723,positive,0.59,25034,positive
7724,neutral,0.47,9052,neutral
7725,positive,0.92,25659,positive
7726,positive,0.55,35693,positive
7727,positive,0.87,70118,positive
7728,negative,0.712,59449,negative
7729,positive,0.91,608,positive
7730,negative,0.72,71901,negative
7731,positive,0.64,58821,positive
7732,positive,0.47,33783,positive
7733,positive,0.66,71163,positive
7734,negative,0.84,70987,negative
7735,positive,0.86,8859,positive
7736,negative,0.44,6779,negative
7737,negative,0.75,25992,negative
7738,positive,0.85,42237,positive
7739,positive,0.92,69267,positive
7740,positive,0.64,20774,positive
7741,positive,0.91,62635,positive
7742,positive,0.42,30007,positive
7743,negative,0.68,26672,negative
7744,positive,0.42,15814,positive
7745,positive,0.8,40598,positive
7746,positive,0.62,62773,positive
7747,negative,0.44,70556,negative
7748,positive,0.55,68475,positive
7749,positive,0.63,25741,positive
7750,positive,0.67,11891,positive
7751,positive,0.64,56295,positive
7752,positive,0.63,4863,positive
7753,positive,0.69,2659,positive
7754,positive,0.93,52451,positive
7755,negative,0.66,20285,negative
7756,positive,0.83,55116,positive
7757,negative,0.77,11232,negative
7758,negative,0.64,9109,negative
7759,positive,0.66,53352,positive
7760,negative,0.67,42913,negative
7761,positive,0.85,58650,positive
7762,negative,0.42,33112,negative
7763,neutral,0.42,67759,neutral
7764,positive,0.78,28072,positive
7765,positive,0.5,69230,positive
7766,positive,0.69,69658,positive
7767,positive,0.39,55620,positive
7768,negative,0.73,58145,negative
7769,positive,0.69,59943,positive
7770,negative,0.54,5572,negative
7771,negative,0.46,66759,negative
7772,negative,0.53,43393,negative
7773,positive,0.72,3775,positive
7774,positive,0.42,41193,positive
7775,positive,0.67,60198,positive
7776,positive,0.71,6837,positive
7777,positive,0.93,70567,positive
7778,positive,0.67,35653,positive
7779,positive,0.73,23146,positive
7780,negative,0.48,11355,negative
7781,negative,0.74,10569,negative
7782,positive,0.5,29378,positive
7783,positive,0.66,33124,positive
7784,positive,0.91,34716,positive
7785,negative,0.74,12778,negative
7786,negative,0.5,15567,negative
7787,positive,0.86,55819,positive
7788,positive,0.49,47561,positive
7789,positive,0.54,41223,positive
7790,positive,0.48,41562,positive
7791,positive,0.45,18907,positive
7792,negative,0.63,10519,negative
7793,positive,0.69,54910,positive
7794,negative,0.63,33389,negative
7795,negative,0.43,12455,negative
7796,negative,0.35,59501,negative
7797,positive,0.84,30820,positive
7798,positive,0.77,67833,positive
7799,positive,0.49,59841,positive
7800,positive,0.87,31249,positive
7801,positive,0.37,26449,positive
7802,negative,0.7,43023,negative
7803,positive,0.79,63245,positive
7804,positive,0.63,59941,positive
7805,positive,0.95,26086,positive
7806,positive,0.66,59734,positive
7807,positive,0.99,42659,positive
7808,negative,0.53,3747,negative
7809,positive,0.86,7148,positive
7810,positive,0.9,10018,positive
7811,negative,0.584,33127,negative
7812,positive,0.4,21288,positive
7813,positive,0.51,35525,positive
7814,positive,0.48,9278,positive
7815,positive,0.8,5445,positive
7816,positive,0.79,61973,positive
7817,positive,0.97,31364,positive
7818,positive,0.5,62425,positive
7819,positive,0.57,8906,positive
7820,positive,0.62,11550,positive
7821,positive,0.53,52320,positive
7822,positive,0.5,34191,positive
7823,positive,0.89,27695,positive
7824,positive,0.74,35284,positive
7825,positive,0.6,55471,positive
7826,negative,0.67,16713,negative
7827,positive,0.84,43376,positive
7828,positive,0.51,11639,positive
7829,negative,0.702,11014,negative
7830,negative,0.47,39040,negative
7831,negative,0.63,35590,negative
7832,positive,0.79,57384,positive
7833,positive,0.64,55641,positive
7834,positive,0.68,8244,positive
7835,positive,0.93,72092,positive
7836,positive,0.54,49839,positive
7837,positive,0.56,24866,positive
7838,positive,0.54,47318,positive
7839,positive,0.41,23645,positive
7840,positive,0.77,32438,positive
7841,positive,0.45,36930,positive
7842,negative,0.43,27686,negative
7843,positive,0.78,59738,positive
7844,positive,0.75,12400,positive
7845,positive,0.91,53870,positive
7846,positive,0.5,44087,positive
7847,positive,0.41,66723,positive
7848,positive,0.48,16052,positive
7849,positive,0.62,7862,positive
7850,positive,0.59,32141,positive
7851,positive,0.51,9836,positive
7852,positive,0.67,29775,positive
7853,positive,0.92,69827,positive
7854,positive,0.67,56373,positive
7855,negative,0.54,36290,negative
7856,positive,0.57,51469,positive
7857,positive,0.91,38043,positive
7858,positive,0.75,52504,positive
7859,positive,0.47,71907,positive
7860,negative,0.46,59351,negative
7861,positive,0.8,42263,positive
7862,negative,0.77,6617,negative
7863,negative,0.75,20045,negative
7864,positive,0.74,22979,positive
7865,positive,0.67,19225,positive
7866,positive,0.38,26078,positive
7867,positive,0.52,26054,positive
7868,positive,0.57,8177,positive
7869,positive,0.6,34711,positive
7870,positive,0.609,26542,positive
7871,positive,0.74,40540,positive
7872,positive,0.48,4045,positive
7873,positive,0.85,35431,positive
7874,negative,0.44,23156,negative
7875,positive,0.51,61417,positive
7876,negative,0.55,30521,negative
7877,positive,0.609,24122,positive
7878,positive,0.76,35991,positive
7879,positive,0.66,22043,positive
7880,positive,0.48,58128,positive
7881,positive,0.85,58207,positive
7882,positive,0.54,36131,positive
7883,positive,0.58,66663,positive
7884,positive,0.85,20330,positive
7885,negative,0.46,24602,negative
7886,positive,0.77,11267,positive
7887,positive,0.75,53626,positive
7888,positive,0.74,42491,positive
7889,positive,0.53,12464,positive
7890,positive,0.69,62044,positive
7891,positive,0.52,1975,positive
7892,positive,0.43,9130,positive
7893,negative,0.4,24136,negative
7894,positive,0.82,11,positive
7895,positive,0.81,64654,positive
7896,positive,0.75,11217,positive
7897,positive,0.4,13884,positive
7898,negative,0.74,22714,negative
7899,positive,0.63,35353,positive
7900,positive,0.91,52716,positive
7901,positive,0.7,22809,positive
7902,positive,0.74,60350,positive
7903,positive,0.74,3705,positive
7904,positive,0.67,45899,positive
7905,positive,0.83,33687,positive
7906,negative,0.52,14458,negative
7907,negative,0.54,2499,negative
7908,positive,0.91,65561,positive
7909,positive,0.63,45935,positive
7910,positive,0.81,2020,positive
7911,negative,0.66,30759,negative
7912,negative,0.64,59510,negative
7913,positive,0.63,8306,positive
7914,positive,0.73,42363,positive
7915,positive,0.48,24220,positive
7916,positive,0.92,19335,positive
7917,negative,0.4,32130,negative
7918,positive,0.87,6714,positive
7919,positive,0.43,748,positive
7920,positive,0.58,28150,positive
7921,positive,0.92,42788,positive
7922,positive,0.52,64890,positive
7923,positive,0.59,64958,positive
7924,positive,0.71,26523,positive
7925,positive,0.66,45878,positive
7926,negative,0.45,33633,negative
7927,negative,0.4,37676,negative
7928,positive,0.82,69052,positive
7929,positive,0.46,16247,positive
7930,positive,0.73,42276,positive
7931,positive,0.87,63063,positive
7932,positive,0.73,51731,positive
7933,positive,0.52,53745,positive
7934,positive,0.68,70519,positive
7935,positive,0.6,28894,positive
7936,negative,0.59,28642,negative
7937,positive,0.78,48629,positive
7938,negative,0.68,31524,negative
7939,positive,0.43,8670,positive
7940,positive,0.69,22607,positive
7941,positive,0.68,19436,positive
7942,positive,0.72,58603,positive
7943,positive,0.69,16499,positive
7944,positive,0.74,72131,positive
7945,positive,0.77,28874,positive
7946,positive,0.527,9464,positive
7947,positive,0.64,11635,positive
7948,negative,0.47,54732,negative
7949,positive,0.58,49328,positive
7950,positive,0.4,27798,positive
7951,negative,0.53,36996,negative
7952,positive,0.61,31262,positive
7953,positive,0.53,44815,positive
7954,positive,0.62,26101,positive
7955,positive,0.81,60752,positive
7956,positive,0.58,50912,positive
7957,positive,0.5,11166,positive
7958,positive,0.85,34190,positive
7959,positive,0.79,63673,positive
7960,negative,0.48,1212,negative
7961,positive,0.7,65354,positive
7962,positive,0.82,10722,positive
7963,positive,0.45,18228,positive
7964,positive,0.7,4686,positive
7965,positive,0.66,35732,positive
7966,positive,0.42,65901,positive
7967,positive,0.44,65868,positive
7968,positive,0.54,63154,positive
7969,positive,0.66,61573,positive
7970,positive,0.64,70151,positive
7971,positive,0.74,4489,positive
7972,positive,0.48,28550,positive
7973,negative,0.64,51972,negative
7974,negative,0.49,37721,negative
7975,positive,0.51,45490,positive
7976,negative,0.51,11192,negative
7977,positive,0.78,42839,positive
7978,positive,0.57,46120,positive
7979,positive,0.81,38255,positive
7980,positive,0.65,1954,positive
7981,positive,0.63,18621,positive
7982,positive,0.69,52413,positive
7983,positive,0.72,71513,positive
7984,positive,0.7,70161,positive
7985,positive,0.38,9214,positive
7986,positive,0.95,6942,positive
7987,positive,0.59,38854,positive
7988,positive,0.75,42083,positive
7989,positive,0.74,23912,positive
7990,negative,0.64,33318,negative
7991,positive,0.64,29421,positive
7992,positive,0.48,62027,positive
7993,negative,0.491,36980,negative
7994,positive,0.91,59146,positive
7995,positive,0.98,72197,positive
7996,positive,0.75,56807,positive
7997,positive,0.86,52779,positive
7998,positive,0.79,35925,positive
7999,positive,0.85,51502,positive
