=== Run information ===

Scheme:       weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
Relation:     final_train
Instances:    40000
Attributes:   658
              [list of attributes omitted]
Test mode:    evaluate on training data

=== Classifier model (full training set) ===

RandomForest

Bagging with 100 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities

Time taken to build model: 751.52 seconds

=== Predictions on training set ===

inst#,actual,predicted,error,prediction
29943,3:neutral,3:neutral,,0.78
29944,2:positive,2:positive,,0.94
29945,2:positive,2:positive,,0.86
29946,2:positive,2:positive,,0.85
29947,3:neutral,3:neutral,,0.78
29948,2:positive,2:positive,,0.87
29949,3:neutral,3:neutral,,0.78
29950,3:neutral,3:neutral,,0.66
29951,2:positive,2:positive,,0.91
29952,3:neutral,3:neutral,,0.75
29953,3:neutral,3:neutral,,0.81
29954,2:positive,2:positive,,0.89
29955,1:negative,1:negative,,0.74
29956,2:positive,2:positive,,0.96
29957,3:neutral,3:neutral,,0.68
29958,3:neutral,3:neutral,,0.77
29959,1:negative,1:negative,,0.87
29960,2:positive,2:positive,,0.91
29961,2:positive,2:positive,,0.85
29962,1:negative,1:negative,,0.82
29963,2:positive,2:positive,,0.97
29964,1:negative,1:negative,,0.9
29965,2:positive,2:positive,,0.81
29966,2:positive,2:positive,,0.86
29967,2:positive,2:positive,,0.8
29968,2:positive,2:positive,,0.97
29969,1:negative,1:negative,,0.81
29970,2:positive,2:positive,,0.9
29971,2:positive,2:positive,,0.94
29972,2:positive,2:positive,,0.86
29973,2:positive,2:positive,,0.88
29974,2:positive,2:positive,,0.88
29975,3:neutral,3:neutral,,0.74
29976,3:neutral,3:neutral,,0.71
29977,1:negative,1:negative,,0.84
29978,2:positive,2:positive,,0.92
29979,1:negative,1:negative,,0.88
29980,3:neutral,3:neutral,,0.67
29981,1:negative,1:negative,,0.89
29982,2:positive,2:positive,,0.96
29983,2:positive,2:positive,,0.81
29984,1:negative,1:negative,,0.79
29985,1:negative,1:negative,,0.74
29986,1:negative,1:negative,,0.82
29987,1:negative,1:negative,,0.79
29988,2:positive,2:positive,,0.94
29989,1:negative,1:negative,,0.92
29990,1:negative,1:negative,,0.69
29991,3:neutral,3:neutral,,0.71
29992,2:positive,2:positive,,0.92
29993,1:negative,1:negative,,0.77
29994,2:positive,2:positive,,0.93
29995,2:positive,2:positive,,0.91
29996,2:positive,2:positive,,0.99
29997,2:positive,2:positive,,0.93
29998,1:negative,1:negative,,0.84
29999,2:positive,2:positive,,0.86
30000,1:negative,1:negative,,0.87
30001,1:negative,1:negative,,0.88
30002,1:negative,1:negative,,0.7
30003,2:positive,2:positive,,0.78
30004,1:negative,1:negative,,0.85
30005,1:negative,1:negative,,0.59
30006,3:neutral,3:neutral,,0.68
30007,3:neutral,3:neutral,,0.75
30008,2:positive,2:positive,,0.96
30009,3:neutral,3:neutral,,0.77
30010,2:positive,2:positive,,0.84
30011,1:negative,1:negative,,0.75
30012,2:positive,2:positive,,0.9
30013,2:positive,2:positive,,0.91
30014,2:positive,2:positive,,0.93
30015,1:negative,1:negative,,0.75
30016,3:neutral,3:neutral,,0.69
30017,2:positive,2:positive,,0.92
30018,2:positive,2:positive,,0.88
30019,1:negative,1:negative,,0.88
30020,1:negative,1:negative,,0.9
30021,2:positive,2:positive,,0.94
30022,3:neutral,3:neutral,,0.82
30023,1:negative,1:negative,,0.92
30024,1:negative,1:negative,,0.56
30025,1:negative,1:negative,,0.88
30026,2:positive,2:positive,,0.89
30027,2:positive,2:positive,,0.8
30028,2:positive,2:positive,,0.97
30029,3:neutral,3:neutral,,0.68
30030,1:negative,1:negative,,0.73
30031,2:positive,2:positive,,0.89
30032,2:positive,2:positive,,0.92
30033,3:neutral,3:neutral,,0.8
30034,2:positive,2:positive,,0.94
30035,1:negative,1:negative,,0.77
30036,1:negative,1:negative,,0.72
30037,2:positive,2:positive,,0.91
30038,2:positive,2:positive,,0.92
30039,1:negative,1:negative,,0.79
30040,2:positive,2:positive,,0.94
30041,3:neutral,3:neutral,,0.77
30042,2:positive,2:positive,,0.91
30043,2:positive,2:positive,,0.99
30044,2:positive,2:positive,,0.88
30045,1:negative,1:negative,,0.83
30046,3:neutral,3:neutral,,0.67
30047,3:neutral,3:neutral,,0.8
30048,3:neutral,3:neutral,,0.68
30049,1:negative,1:negative,,0.82
30050,1:negative,1:negative,,0.9
30051,3:neutral,3:neutral,,0.77
30052,1:negative,1:negative,,0.76
30053,2:positive,2:positive,,0.95
30054,1:negative,1:negative,,0.74
30055,2:positive,2:positive,,0.81
30056,2:positive,2:positive,,0.9
30057,1:negative,1:negative,,0.83
30058,1:negative,1:negative,,0.95
30059,1:negative,1:negative,,0.82
30060,1:negative,1:negative,,0.82
30061,1:negative,1:negative,,0.86
30062,3:neutral,3:neutral,,0.64
30063,1:negative,1:negative,,0.79
30064,2:positive,2:positive,,0.84
30065,1:negative,1:negative,,0.82
30066,3:neutral,3:neutral,,0.82
30067,2:positive,2:positive,,0.98
30068,3:neutral,3:neutral,,0.71
30069,2:positive,2:positive,,0.85
30070,1:negative,1:negative,,0.75
30071,3:neutral,3:neutral,,0.68
30072,2:positive,2:positive,,0.81
30073,2:positive,2:positive,,0.83
30074,1:negative,1:negative,,0.74
30075,1:negative,1:negative,,0.64
30076,2:positive,2:positive,,0.94
30077,1:negative,1:negative,,0.92
30078,1:negative,1:negative,,0.79
30079,3:neutral,3:neutral,,0.69
30080,3:neutral,3:neutral,,0.7
30081,2:positive,2:positive,,0.91
30082,1:negative,1:negative,,0.73
30083,1:negative,1:negative,,0.77
30084,3:neutral,3:neutral,,0.65
30085,3:neutral,3:neutral,,0.79
30086,2:positive,2:positive,,0.93
30087,2:positive,2:positive,,0.87
30088,2:positive,2:positive,,0.92
30089,2:positive,2:positive,,0.93
30090,2:positive,2:positive,,0.74
30091,2:positive,2:positive,,0.91
30092,1:negative,1:negative,,0.64
30093,2:positive,2:positive,,0.98
30094,2:positive,2:positive,,0.609
30095,2:positive,2:positive,,0.94
30096,2:positive,2:positive,,0.97
30097,2:positive,2:positive,,0.94
30098,1:negative,1:negative,,0.91
30099,1:negative,1:negative,,0.7
30100,3:neutral,3:neutral,,0.66
30101,3:neutral,3:neutral,,0.66
30102,2:positive,2:positive,,0.9
30103,2:positive,2:positive,,0.88
30104,1:negative,1:negative,,0.89
30105,1:negative,1:negative,,0.89
30106,2:positive,2:positive,,0.83
30107,2:positive,2:positive,,0.93
30108,3:neutral,3:neutral,,0.77
30109,3:neutral,3:neutral,,0.73
30110,2:positive,2:positive,,0.94
30111,1:negative,1:negative,,0.84
30112,2:positive,2:positive,,0.88
30113,2:positive,2:positive,,0.95
30114,2:positive,2:positive,,0.98
30115,2:positive,2:positive,,0.82
30116,2:positive,2:positive,,0.93
30117,3:neutral,3:neutral,,0.76
30118,2:positive,2:positive,,0.87
30119,3:neutral,3:neutral,,0.67
30120,2:positive,2:positive,,0.99
30121,1:negative,1:negative,,0.82
30122,2:positive,2:positive,,0.83
30123,2:positive,2:positive,,0.89
30124,3:neutral,3:neutral,,0.74
30125,1:negative,1:negative,,0.76
30126,1:negative,1:negative,,0.81
30127,2:positive,2:positive,,0.93
30128,3:neutral,3:neutral,,0.77
30129,3:neutral,3:neutral,,0.76
30130,3:neutral,3:neutral,,0.75
30131,2:positive,2:positive,,0.96
30132,1:negative,1:negative,,0.87
30133,2:positive,2:positive,,0.94
30134,2:positive,2:positive,,0.84
30135,2:positive,2:positive,,0.95
30136,2:positive,2:positive,,0.94
30137,3:neutral,3:neutral,,0.64
30138,2:positive,2:positive,,0.7
30139,2:positive,2:positive,,0.83
30140,2:positive,2:positive,,0.88
30141,1:negative,1:negative,,0.83
30142,3:neutral,3:neutral,,0.602
30143,2:positive,2:positive,,0.84
30144,2:positive,2:positive,,0.92
30145,1:negative,1:negative,,0.85
30146,2:positive,2:positive,,0.967
30147,2:positive,2:positive,,0.91
30148,1:negative,1:negative,,0.78
30149,3:neutral,3:neutral,,0.7
30150,2:positive,2:positive,,0.93
30151,2:positive,2:positive,,0.98
30152,2:positive,2:positive,,0.97
30153,1:negative,1:negative,,0.68
30154,3:neutral,3:neutral,,0.71
30155,2:positive,2:positive,,0.95
30156,1:negative,1:negative,,0.91
30157,2:positive,2:positive,,0.81
30158,3:neutral,3:neutral,,0.59
30159,2:positive,2:positive,,0.93
30160,2:positive,2:positive,,0.93
30161,1:negative,1:negative,,0.74
30162,2:positive,2:positive,,0.81
30163,2:positive,2:positive,,0.89
30164,3:neutral,3:neutral,,0.68
30165,2:positive,2:positive,,0.85
30166,1:negative,1:negative,,0.82
30167,1:negative,1:negative,,0.81
30168,2:positive,2:positive,,0.87
30169,2:positive,2:positive,,0.92
30170,1:negative,1:negative,,0.75
30171,2:positive,2:positive,,0.85
30172,1:negative,1:negative,,0.98
30173,2:positive,2:positive,,0.94
30174,2:positive,2:positive,,0.83
30175,3:neutral,3:neutral,,0.73
30176,2:positive,2:positive,,0.95
30177,2:positive,2:positive,,0.83
30178,2:positive,2:positive,,0.91
30179,1:negative,1:negative,,0.74
30180,2:positive,2:positive,,0.79
30181,1:negative,1:negative,,0.77
30182,2:positive,2:positive,,0.75
30183,1:negative,1:negative,,0.801
30184,2:positive,2:positive,,0.98
30185,2:positive,2:positive,,0.92
30186,3:neutral,3:neutral,,0.68
30187,2:positive,2:positive,,0.89
30188,1:negative,1:negative,,0.91
30189,1:negative,1:negative,,0.75
30190,1:negative,1:negative,,0.8
30191,2:positive,2:positive,,0.89
30192,2:positive,2:positive,,0.77
30193,2:positive,2:positive,,0.91
30194,2:positive,2:positive,,0.96
30195,1:negative,1:negative,,0.88
30196,2:positive,2:positive,,0.78
30197,2:positive,2:positive,,0.89
30198,2:positive,2:positive,,0.94
30199,2:positive,2:positive,,0.87
30200,2:positive,2:positive,,0.91
30201,2:positive,2:positive,,0.89
30202,2:positive,2:positive,,0.97
30203,2:positive,2:positive,,0.95
30204,2:positive,2:positive,,0.87
30205,2:positive,2:positive,,0.85
30206,1:negative,1:negative,,0.77
30207,2:positive,2:positive,,0.86
30208,1:negative,1:negative,,0.88
30209,1:negative,1:negative,,0.79
30210,2:positive,2:positive,,0.82
30211,1:negative,1:negative,,0.8
30212,2:positive,2:positive,,0.87
30213,2:positive,2:positive,,0.76
30214,1:negative,1:negative,,0.87
30215,3:neutral,3:neutral,,0.62
30216,3:neutral,3:neutral,,0.69
30217,2:positive,2:positive,,0.91
30218,1:negative,1:negative,,0.96
30219,2:positive,2:positive,,0.97
30220,2:positive,2:positive,,0.87
30221,1:negative,1:negative,,0.91
30222,2:positive,2:positive,,0.91
30223,2:positive,2:positive,,0.97
30224,1:negative,1:negative,,0.79
30225,2:positive,2:positive,,0.87
30226,2:positive,2:positive,,0.9
30227,1:negative,1:negative,,0.74
30228,1:negative,1:negative,,0.83
30229,2:positive,2:positive,,0.89
30230,2:positive,2:positive,,0.87
30231,3:neutral,3:neutral,,0.85
30232,2:positive,2:positive,,0.92
30233,2:positive,2:positive,,0.89
30234,3:neutral,3:neutral,,0.77
30235,1:negative,1:negative,,0.77
30236,2:positive,2:positive,,0.79
30237,2:positive,2:positive,,0.91
30238,1:negative,1:negative,,0.75
30239,1:negative,1:negative,,0.962
30240,3:neutral,3:neutral,,0.75
30241,2:positive,2:positive,,0.86
30242,1:negative,1:negative,,0.86
30243,2:positive,2:positive,,0.89
30244,2:positive,2:positive,,0.82
30245,2:positive,2:positive,,0.9
30246,1:negative,1:negative,,0.82
30247,1:negative,1:negative,,0.85
30248,2:positive,2:positive,,0.85
30249,3:neutral,3:neutral,,0.7
30250,1:negative,1:negative,,0.82
30251,3:neutral,3:neutral,,0.73
30252,1:negative,1:negative,,0.73
30253,2:positive,2:positive,,0.95
30254,1:negative,1:negative,,0.83
30255,1:negative,1:negative,,0.68
30256,2:positive,2:positive,,0.98
30257,1:negative,1:negative,,0.96
30258,3:neutral,3:neutral,,0.7
30259,2:positive,2:positive,,0.7
30260,2:positive,2:positive,,0.7
30261,3:neutral,3:neutral,,0.7
30262,2:positive,2:positive,,0.96
30263,2:positive,2:positive,,0.88
30264,1:negative,1:negative,,0.68
30265,1:negative,1:negative,,0.78
30266,2:positive,2:positive,,0.93
30267,3:neutral,3:neutral,,0.73
30268,2:positive,2:positive,,0.82
30269,2:positive,2:positive,,0.86
30270,2:positive,2:positive,,0.99
30271,2:positive,2:positive,,0.77
30272,3:neutral,3:neutral,,0.72
30273,2:positive,2:positive,,0.93
30274,1:negative,1:negative,,0.77
30275,2:positive,2:positive,,0.95
30276,2:positive,2:positive,,0.95
30277,1:negative,1:negative,,0.89
30278,1:negative,1:negative,,0.81
30279,2:positive,2:positive,,0.94
30280,3:neutral,3:neutral,,0.73
30281,1:negative,1:negative,,0.76
30282,1:negative,1:negative,,0.72
30283,2:positive,2:positive,,0.88
30284,3:neutral,3:neutral,,0.61
30285,3:neutral,3:neutral,,0.69
30286,3:neutral,3:neutral,,0.67
30287,2:positive,2:positive,,0.86
30288,2:positive,2:positive,,0.83
30289,2:positive,2:positive,,0.85
30290,1:negative,1:negative,,0.68
30291,2:positive,2:positive,,0.99
30292,1:negative,1:negative,,0.81
30293,1:negative,1:negative,,0.9
30294,2:positive,2:positive,,0.9
30295,1:negative,1:negative,,0.94
30296,2:positive,2:positive,,0.93
30297,2:positive,2:positive,,0.77
30298,1:negative,1:negative,,0.642
30299,1:negative,1:negative,,0.82
30300,1:negative,1:negative,,0.75
30301,2:positive,2:positive,,0.94
30302,2:positive,2:positive,,0.76
30303,1:negative,1:negative,,0.89
30304,1:negative,1:negative,,0.77
30305,2:positive,2:positive,,0.94
30306,2:positive,2:positive,,0.81
30307,1:negative,1:negative,,0.78
30308,3:neutral,3:neutral,,0.81
30309,1:negative,1:negative,,0.9
30310,2:positive,2:positive,,0.96
30311,2:positive,2:positive,,0.69
30312,1:negative,2:positive,+,0.609
30313,3:neutral,3:neutral,,0.74
30314,2:positive,2:positive,,0.88
30315,3:neutral,3:neutral,,0.63
30316,2:positive,2:positive,,0.87
30317,2:positive,2:positive,,0.94
30318,2:positive,2:positive,,0.91
30319,1:negative,1:negative,,0.85
30320,2:positive,2:positive,,0.86
30321,2:positive,2:positive,,0.96
30322,3:neutral,3:neutral,,0.66
30323,2:positive,2:positive,,0.8
30324,2:positive,2:positive,,0.86
30325,2:positive,2:positive,,0.91
30326,1:negative,1:negative,,0.87
30327,2:positive,2:positive,,0.89
30328,1:negative,1:negative,,0.88
30329,2:positive,2:positive,,0.86
30330,1:negative,1:negative,,0.82
30331,1:negative,1:negative,,0.74
30332,2:positive,2:positive,,0.95
30333,1:negative,1:negative,,0.73
30334,1:negative,1:negative,,0.86
30335,2:positive,2:positive,,0.96
30336,1:negative,1:negative,,0.81
30337,3:neutral,3:neutral,,0.67
30338,3:neutral,3:neutral,,0.71
30339,3:neutral,3:neutral,,0.77
30340,2:positive,2:positive,,0.95
30341,2:positive,2:positive,,0.9
30342,3:neutral,3:neutral,,0.67
30343,1:negative,1:negative,,0.79
30344,1:negative,1:negative,,0.83
30345,1:negative,1:negative,,0.89
30346,2:positive,2:positive,,0.8
30347,2:positive,2:positive,,0.85
30348,1:negative,1:negative,,0.69
30349,2:positive,2:positive,,0.85
30350,2:positive,2:positive,,0.82
30351,1:negative,1:negative,,0.92
30352,2:positive,2:positive,,0.94
30353,1:negative,1:negative,,0.98
30354,1:negative,1:negative,,0.89
30355,2:positive,2:positive,,0.79
30356,2:positive,2:positive,,0.95
30357,2:positive,2:positive,,0.609
30358,2:positive,2:positive,,0.8
30359,1:negative,1:negative,,0.86
30360,2:positive,2:positive,,0.93
30361,1:negative,1:negative,,0.91
30362,2:positive,2:positive,,0.94
30363,2:positive,2:positive,,0.97
30364,2:positive,2:positive,,0.95
30365,1:negative,1:negative,,0.82
30366,1:negative,1:negative,,0.83
30367,1:negative,1:negative,,0.873
30368,2:positive,2:positive,,0.92
30369,1:negative,1:negative,,0.73
30370,2:positive,2:positive,,0.82
30371,2:positive,2:positive,,0.95
30372,2:positive,2:positive,,0.89
30373,2:positive,2:positive,,0.8
30374,1:negative,1:negative,,0.87
30375,1:negative,1:negative,,0.77
30376,3:neutral,3:neutral,,0.688
30377,2:positive,2:positive,,0.94
30378,1:negative,1:negative,,0.76
30379,2:positive,2:positive,,0.86
30380,2:positive,2:positive,,0.93
30381,2:positive,2:positive,,0.75
30382,2:positive,2:positive,,0.96
30383,3:neutral,3:neutral,,0.69
30384,1:negative,1:negative,,0.89
30385,2:positive,2:positive,,0.95
30386,1:negative,1:negative,,0.86
30387,3:neutral,3:neutral,,0.68
30388,1:negative,1:negative,,0.84
30389,2:positive,2:positive,,0.83
30390,2:positive,2:positive,,0.8
30391,2:positive,2:positive,,0.74
30392,2:positive,2:positive,,0.8
30393,2:positive,2:positive,,0.93
30394,3:neutral,3:neutral,,0.74
30395,1:negative,1:negative,,0.65
30396,1:negative,1:negative,,0.87
30397,2:positive,2:positive,,0.77
30398,2:positive,2:positive,,0.92
30399,3:neutral,3:neutral,,0.71
30400,2:positive,2:positive,,0.9
30401,2:positive,2:positive,,0.89
30402,1:negative,1:negative,,0.86
30403,2:positive,2:positive,,0.85
30404,2:positive,2:positive,,0.82
30405,1:negative,1:negative,,0.85
30406,1:negative,1:negative,,0.76
30407,2:positive,2:positive,,0.99
30408,3:neutral,3:neutral,,0.67
30409,2:positive,2:positive,,0.82
30410,2:positive,2:positive,,0.62
30411,2:positive,2:positive,,0.88
30412,2:positive,2:positive,,0.88
30413,2:positive,2:positive,,0.88
30414,1:negative,1:negative,,0.9
30415,2:positive,2:positive,,0.89
30416,3:neutral,3:neutral,,0.61
30417,3:neutral,3:neutral,,0.84
30418,1:negative,1:negative,,0.69
30419,2:positive,2:positive,,0.95
30420,2:positive,2:positive,,0.98
30421,1:negative,1:negative,,0.7
30422,2:positive,2:positive,,0.89
30423,3:neutral,3:neutral,,0.72
30424,1:negative,1:negative,,0.82
30425,2:positive,2:positive,,0.8
30426,2:positive,2:positive,,0.89
30427,1:negative,1:negative,,0.95
30428,3:neutral,3:neutral,,0.69
30429,2:positive,2:positive,,0.76
30430,1:negative,1:negative,,0.85
30431,2:positive,2:positive,,0.75
30432,2:positive,2:positive,,0.88
30433,3:neutral,3:neutral,,0.73
30434,2:positive,2:positive,,0.96
30435,1:negative,1:negative,,0.88
30436,2:positive,2:positive,,0.9
30437,1:negative,1:negative,,0.91
30438,3:neutral,3:neutral,,0.76
30439,3:neutral,3:neutral,,0.69
30440,1:negative,1:negative,,0.73
30441,2:positive,2:positive,,0.83
30442,2:positive,2:positive,,0.85
30443,1:negative,1:negative,,0.8
30444,3:neutral,3:neutral,,0.73
30445,2:positive,2:positive,,0.92
30446,2:positive,2:positive,,0.96
30447,2:positive,2:positive,,0.89
30448,2:positive,2:positive,,0.96
30449,2:positive,2:positive,,0.89
30450,2:positive,2:positive,,0.94
30451,2:positive,2:positive,,0.89
30452,2:positive,2:positive,,0.99
30453,2:positive,2:positive,,0.93
30454,2:positive,2:positive,,0.86
30455,2:positive,2:positive,,0.88
30456,2:positive,2:positive,,0.97
30457,1:negative,1:negative,,0.88
30458,2:positive,2:positive,,0.95
30459,2:positive,2:positive,,0.9
30460,2:positive,2:positive,,0.81
30461,3:neutral,3:neutral,,0.69
30462,2:positive,2:positive,,0.72
30463,2:positive,2:positive,,0.93
30464,2:positive,2:positive,,0.91
30465,1:negative,1:negative,,0.82
30466,2:positive,2:positive,,0.91
30467,2:positive,2:positive,,0.95
30468,3:neutral,3:neutral,,0.83
30469,2:positive,2:positive,,0.95
30470,3:neutral,3:neutral,,0.75
30471,2:positive,2:positive,,0.82
30472,3:neutral,3:neutral,,0.72
30473,3:neutral,3:neutral,,0.63
30474,1:negative,1:negative,,0.92
30475,2:positive,2:positive,,0.89
30476,1:negative,1:negative,,0.67
30477,2:positive,2:positive,,0.77
30478,2:positive,2:positive,,0.93
30479,2:positive,2:positive,,0.79
30480,2:positive,2:positive,,0.85
30481,2:positive,2:positive,,0.86
30482,2:positive,2:positive,,0.95
30483,2:positive,2:positive,,0.93
30484,2:positive,2:positive,,0.89
30485,3:neutral,3:neutral,,0.8
30486,2:positive,2:positive,,0.91
30487,2:positive,2:positive,,0.92
30488,2:positive,2:positive,,0.88
30489,2:positive,2:positive,,0.93
30490,2:positive,2:positive,,0.81
30491,1:negative,1:negative,,0.87
30492,3:neutral,3:neutral,,0.75
30493,3:neutral,3:neutral,,0.65
30494,1:negative,1:negative,,0.8
30495,1:negative,1:negative,,0.77
30496,3:neutral,3:neutral,,0.76
30497,1:negative,1:negative,,0.8
30498,2:positive,2:positive,,0.91
30499,2:positive,2:positive,,0.84
30500,2:positive,2:positive,,0.89
30501,3:neutral,3:neutral,,0.8
30502,1:negative,1:negative,,0.9
30503,2:positive,2:positive,,0.93
30504,1:negative,1:negative,,0.68
30505,3:neutral,3:neutral,,0.7
30506,2:positive,2:positive,,0.86
30507,2:positive,2:positive,,0.9
30508,1:negative,1:negative,,0.81
30509,3:neutral,3:neutral,,0.62
30510,2:positive,2:positive,,0.85
30511,2:positive,2:positive,,0.95
30512,2:positive,2:positive,,0.97
30513,1:negative,1:negative,,0.81
30514,2:positive,2:positive,,0.92
30515,2:positive,2:positive,,0.77
30516,2:positive,2:positive,,0.99
30517,2:positive,2:positive,,0.95
30518,2:positive,2:positive,,0.8
30519,2:positive,2:positive,,0.8
30520,3:neutral,3:neutral,,0.68
30521,2:positive,2:positive,,0.86
30522,2:positive,2:positive,,0.83
30523,1:negative,1:negative,,0.79
30524,1:negative,1:negative,,0.75
30525,3:neutral,3:neutral,,0.64
30526,1:negative,1:negative,,0.8
30527,1:negative,1:negative,,0.93
30528,1:negative,1:negative,,0.82
30529,1:negative,1:negative,,0.74
30530,2:positive,2:positive,,0.95
30531,2:positive,2:positive,,0.84
30532,3:neutral,3:neutral,,0.73
30533,1:negative,1:negative,,0.79
30534,2:positive,2:positive,,0.95
30535,1:negative,1:negative,,0.78
30536,2:positive,2:positive,,0.88
30537,2:positive,2:positive,,0.81
30538,2:positive,2:positive,,0.85
30539,1:negative,1:negative,,0.71
30540,2:positive,2:positive,,0.87
30541,1:negative,1:negative,,0.82
30542,2:positive,2:positive,,0.95
30543,1:negative,1:negative,,0.87
30544,2:positive,2:positive,,1
30545,3:neutral,3:neutral,,0.67
30546,2:positive,2:positive,,0.85
30547,1:negative,1:negative,,0.82
30548,2:positive,2:positive,,0.81
30549,1:negative,1:negative,,0.89
30550,3:neutral,3:neutral,,0.71
30551,2:positive,2:positive,,0.91
30552,1:negative,1:negative,,0.682
30553,2:positive,2:positive,,0.91
30554,2:positive,2:positive,,0.78
30555,2:positive,2:positive,,0.89
30556,2:positive,2:positive,,0.89
30557,2:positive,2:positive,,0.94
30558,3:neutral,3:neutral,,0.71
30559,1:negative,1:negative,,0.75
30560,2:positive,2:positive,,0.9
30561,2:positive,2:positive,,0.92
30562,2:positive,2:positive,,1
30563,1:negative,1:negative,,0.81
30564,3:neutral,3:neutral,,0.85
30565,1:negative,1:negative,,0.87
30566,2:positive,2:positive,,0.94
30567,1:negative,1:negative,,0.8
30568,2:positive,2:positive,,0.81
30569,2:positive,2:positive,,0.75
30570,2:positive,2:positive,,0.91
30571,1:negative,1:negative,,0.96
30572,1:negative,1:negative,,0.92
30573,2:positive,2:positive,,0.94
30574,1:negative,1:negative,,0.79
30575,2:positive,2:positive,,0.74
30576,2:positive,2:positive,,0.97
30577,2:positive,2:positive,,0.94
30578,3:neutral,3:neutral,,0.78
30579,3:neutral,3:neutral,,0.67
30580,3:neutral,3:neutral,,0.7
30581,2:positive,2:positive,,0.93
30582,3:neutral,3:neutral,,0.7
30583,3:neutral,3:neutral,,0.63
30584,1:negative,1:negative,,0.93
30585,2:positive,2:positive,,0.88
30586,3:neutral,3:neutral,,0.73
30587,2:positive,2:positive,,0.88
30588,2:positive,2:positive,,0.87
30589,2:positive,2:positive,,0.9
30590,3:neutral,3:neutral,,0.59
30591,1:negative,1:negative,,0.954
30592,3:neutral,3:neutral,,0.8
30593,2:positive,2:positive,,0.93
30594,1:negative,1:negative,,0.82
30595,2:positive,2:positive,,0.92
30596,2:positive,2:positive,,0.94
30597,1:negative,1:negative,,0.96
30598,3:neutral,3:neutral,,0.69
30599,2:positive,2:positive,,0.84
30600,1:negative,1:negative,,0.89
30601,1:negative,1:negative,,0.91
30602,2:positive,2:positive,,0.94
30603,2:positive,2:positive,,0.97
30604,2:positive,2:positive,,0.88
30605,2:positive,2:positive,,0.96
30606,3:neutral,3:neutral,,0.74
30607,3:neutral,3:neutral,,0.72
30608,1:negative,1:negative,,0.79
30609,1:negative,1:negative,,0.75
30610,1:negative,1:negative,,0.77
30611,3:neutral,3:neutral,,0.78
30612,2:positive,2:positive,,0.91
30613,3:neutral,3:neutral,,0.7
30614,2:positive,2:positive,,0.83
30615,2:positive,2:positive,,0.96
30616,2:positive,2:positive,,0.9
30617,1:negative,1:negative,,0.82
30618,2:positive,2:positive,,0.96
30619,1:negative,1:negative,,0.73
30620,2:positive,2:positive,,1
30621,2:positive,2:positive,,0.87
30622,1:negative,1:negative,,0.77
30623,3:neutral,3:neutral,,0.68
30624,2:positive,2:positive,,0.91
30625,3:neutral,3:neutral,,0.74
30626,2:positive,2:positive,,0.94
30627,2:positive,2:positive,,0.96
30628,2:positive,2:positive,,0.965
30629,2:positive,2:positive,,0.736
30630,2:positive,2:positive,,0.84
30631,1:negative,1:negative,,0.97
30632,3:neutral,3:neutral,,0.71
30633,1:negative,1:negative,,0.83
30634,1:negative,1:negative,,0.75
30635,1:negative,1:negative,,0.83
30636,1:negative,1:negative,,0.81
30637,2:positive,2:positive,,0.93
30638,3:neutral,3:neutral,,0.61
30639,3:neutral,3:neutral,,0.73
30640,1:negative,1:negative,,0.9
30641,2:positive,2:positive,,0.79
30642,2:positive,2:positive,,0.78
30643,3:neutral,3:neutral,,0.79
30644,2:positive,2:positive,,0.92
30645,2:positive,2:positive,,0.97
30646,2:positive,2:positive,,0.98
30647,1:negative,1:negative,,0.72
30648,2:positive,2:positive,,0.94
30649,2:positive,2:positive,,0.91
30650,1:negative,1:negative,,0.78
30651,3:neutral,3:neutral,,0.79
30652,2:positive,2:positive,,0.9
30653,2:positive,2:positive,,0.89
30654,2:positive,2:positive,,0.95
30655,3:neutral,3:neutral,,0.77
30656,2:positive,2:positive,,0.84
30657,2:positive,2:positive,,0.86
30658,2:positive,2:positive,,0.83
30659,2:positive,2:positive,,0.9
30660,2:positive,2:positive,,0.95
30661,2:positive,2:positive,,0.95
30662,3:neutral,3:neutral,,0.72
30663,3:neutral,3:neutral,,0.65
30664,2:positive,2:positive,,0.77
30665,2:positive,2:positive,,0.88
30666,1:negative,1:negative,,0.67
30667,1:negative,1:negative,,0.82
30668,3:neutral,3:neutral,,0.71
30669,2:positive,2:positive,,0.93
30670,2:positive,2:positive,,0.88
30671,2:positive,2:positive,,0.87
30672,1:negative,1:negative,,0.87
30673,2:positive,2:positive,,0.91
30674,2:positive,2:positive,,0.91
30675,1:negative,1:negative,,0.91
30676,2:positive,2:positive,,0.86
30677,1:negative,1:negative,,0.84
30678,2:positive,2:positive,,0.87
30679,2:positive,2:positive,,0.85
30680,2:positive,2:positive,,0.9
30681,1:negative,1:negative,,0.74
30682,3:neutral,3:neutral,,0.79
30683,3:neutral,3:neutral,,0.71
30684,2:positive,2:positive,,0.89
30685,2:positive,2:positive,,0.95
30686,2:positive,2:positive,,0.81
30687,2:positive,2:positive,,0.94
30688,1:negative,1:negative,,0.64
30689,1:negative,1:negative,,0.71
30690,2:positive,2:positive,,0.95
30691,2:positive,2:positive,,0.93
