=== Run information ===

Scheme:       weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
Relation:     final_test_3
Instances:    10000
Attributes:   659
              [list of attributes omitted]
Test mode:    evaluate on training data

=== Classifier model (full training set) ===

RandomForest

Bagging with 100 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities

Time taken to build model: 63.73 seconds

=== Predictions on training set ===

inst#,actual,predicted,error,prediction
7890,1:positive,1:positive,,0.96
7891,1:positive,1:positive,,0.88
7892,1:positive,1:positive,,0.96
7893,2:negative,2:negative,,0.74
7894,1:positive,1:positive,,0.99
7895,1:positive,1:positive,,0.93
7896,1:positive,1:positive,,0.96
7897,1:positive,1:positive,,0.96
7898,2:negative,2:negative,,0.85
7899,1:positive,1:positive,,0.9
7900,1:positive,1:positive,,1
7901,1:positive,1:positive,,0.99
7902,1:positive,1:positive,,0.99
7903,1:positive,1:positive,,0.96
7904,1:positive,1:positive,,0.98
7905,1:positive,1:positive,,1
7906,2:negative,2:negative,,0.8
7907,2:negative,2:negative,,0.8
7908,1:positive,1:positive,,0.98
7909,1:positive,1:positive,,0.97
7910,1:positive,1:positive,,0.99
7911,2:negative,2:negative,,0.87
7912,2:negative,2:negative,,0.83
7913,1:positive,1:positive,,0.74
7914,1:positive,1:positive,,0.97
7915,1:positive,1:positive,,0.93
7916,1:positive,1:positive,,0.98
7917,2:negative,2:negative,,0.74
7918,1:positive,1:positive,,0.98
7919,1:positive,1:positive,,0.85
7920,1:positive,1:positive,,0.97
7921,1:positive,1:positive,,0.97
7922,1:positive,1:positive,,0.94
7923,1:positive,1:positive,,0.87
7924,1:positive,1:positive,,0.9
7925,1:positive,1:positive,,0.9
7926,2:negative,2:negative,,0.76
7927,2:negative,2:negative,,0.67
7928,1:positive,1:positive,,0.94
7929,1:positive,1:positive,,0.79
7930,1:positive,1:positive,,0.98
7931,1:positive,1:positive,,0.98
7932,1:positive,1:positive,,0.99
7933,1:positive,1:positive,,0.91
7934,1:positive,1:positive,,0.97
7935,1:positive,1:positive,,0.92
7936,2:negative,2:negative,,0.85
7937,1:positive,1:positive,,0.98
7938,2:negative,2:negative,,0.86
7939,1:positive,1:positive,,0.89
7940,1:positive,1:positive,,0.95
7941,1:positive,1:positive,,0.99
7942,1:positive,1:positive,,0.96
7943,1:positive,1:positive,,0.96
7944,1:positive,1:positive,,0.99
7945,1:positive,1:positive,,0.96
7946,1:positive,1:positive,,0.92
7947,1:positive,1:positive,,0.96
7948,2:negative,2:negative,,0.77
7949,1:positive,1:positive,,0.94
7950,1:positive,1:positive,,0.92
7951,2:negative,2:negative,,0.74
7952,1:positive,1:positive,,0.92
7953,1:positive,1:positive,,0.94
7954,1:positive,1:positive,,0.96
7955,1:positive,1:positive,,0.98
7956,1:positive,1:positive,,0.99
7957,1:positive,1:positive,,0.96
7958,1:positive,1:positive,,0.96
7959,1:positive,1:positive,,0.97
7960,2:negative,2:negative,,0.8
7961,1:positive,1:positive,,0.99
7962,1:positive,1:positive,,1
7963,1:positive,1:positive,,0.93
7964,1:positive,1:positive,,0.92
7965,1:positive,1:positive,,0.95
7966,1:positive,1:positive,,0.94
7967,1:positive,1:positive,,0.86
7968,1:positive,1:positive,,0.93
7969,1:positive,1:positive,,0.97
7970,1:positive,1:positive,,0.9
7971,1:positive,1:positive,,0.87
7972,1:positive,1:positive,,0.9
7973,2:negative,2:negative,,0.87
7974,2:negative,2:negative,,0.76
7975,1:positive,1:positive,,0.96
7976,2:negative,2:negative,,0.83
7977,1:positive,1:positive,,0.99
7978,1:positive,1:positive,,0.94
7979,1:positive,1:positive,,0.99
7980,1:positive,1:positive,,0.97
7981,1:positive,1:positive,,0.96
7982,1:positive,1:positive,,0.95
7983,1:positive,1:positive,,0.99
7984,1:positive,1:positive,,0.92
7985,1:positive,1:positive,,0.94
7986,1:positive,1:positive,,0.99
7987,1:positive,1:positive,,0.95
7988,1:positive,1:positive,,0.98
7989,1:positive,1:positive,,0.98
7990,2:negative,2:negative,,0.87
7991,1:positive,1:positive,,0.98
7992,1:positive,1:positive,,0.97
7993,2:negative,2:negative,,0.8
7994,1:positive,1:positive,,1
7995,1:positive,1:positive,,1
7996,1:positive,1:positive,,0.96
7997,1:positive,1:positive,,0.98
7998,1:positive,1:positive,,0.98
7999,1:positive,1:positive,,0.98
8000,1:positive,1:positive,,0.98
8001,1:positive,1:positive,,0.95
8002,2:negative,2:negative,,0.8
8003,1:positive,1:positive,,0.87
8004,1:positive,1:positive,,0.91
8005,1:positive,1:positive,,0.96
8006,1:positive,1:positive,,0.89
8007,1:positive,1:positive,,0.99
8008,1:positive,1:positive,,0.97
8009,2:negative,2:negative,,0.93
8010,2:negative,2:negative,,0.79
8011,1:positive,1:positive,,0.99
8012,1:positive,1:positive,,0.99
8013,1:positive,1:positive,,0.99
8014,1:positive,1:positive,,0.95
8015,1:positive,1:positive,,0.94
8016,1:positive,1:positive,,0.97
8017,1:positive,1:positive,,0.97
8018,1:positive,1:positive,,0.96
8019,1:positive,1:positive,,0.95
8020,1:positive,1:positive,,0.96
8021,1:positive,1:positive,,0.89
8022,2:negative,2:negative,,0.88
8023,1:positive,1:positive,,0.98
8024,1:positive,1:positive,,0.91
8025,2:negative,2:negative,,0.75
8026,1:positive,1:positive,,0.99
8027,1:positive,1:positive,,0.94
8028,1:positive,1:positive,,0.89
8029,2:negative,2:negative,,0.81
8030,1:positive,1:positive,,0.94
8031,1:positive,1:positive,,0.96
8032,1:positive,1:positive,,0.98
8033,2:negative,2:negative,,0.89
8034,1:positive,1:positive,,0.97
8035,2:negative,2:negative,,0.84
8036,1:positive,1:positive,,0.97
8037,1:positive,1:positive,,0.97
8038,1:positive,1:positive,,0.95
8039,1:positive,1:positive,,0.95
8040,1:positive,1:positive,,0.9
8041,1:positive,1:positive,,0.95
8042,1:positive,1:positive,,0.96
8043,1:positive,1:positive,,0.97
8044,1:positive,1:positive,,0.92
8045,2:negative,2:negative,,0.75
8046,1:positive,1:positive,,0.95
8047,1:positive,1:positive,,0.85
8048,1:positive,1:positive,,0.87
8049,3:neutral,3:neutral,,0.71
8050,1:positive,1:positive,,0.97
8051,1:positive,1:positive,,0.96
8052,1:positive,1:positive,,0.98
8053,1:positive,1:positive,,0.94
8054,1:positive,1:positive,,0.94
8055,2:negative,2:negative,,0.87
8056,1:positive,1:positive,,0.94
8057,1:positive,1:positive,,0.88
8058,1:positive,1:positive,,0.87
8059,2:negative,2:negative,,0.91
8060,1:positive,1:positive,,0.95
8061,1:positive,1:positive,,0.96
8062,1:positive,1:positive,,0.91
8063,1:positive,1:positive,,0.94
8064,1:positive,1:positive,,0.98
8065,1:positive,1:positive,,0.83
8066,1:positive,1:positive,,0.99
8067,1:positive,1:positive,,0.92
8068,1:positive,1:positive,,0.95
8069,1:positive,1:positive,,0.97
8070,1:positive,1:positive,,0.94
8071,1:positive,1:positive,,0.92
8072,1:positive,1:positive,,0.93
8073,1:positive,1:positive,,0.96
8074,2:negative,2:negative,,0.78
8075,1:positive,1:positive,,0.87
8076,2:negative,2:negative,,0.85
8077,1:positive,1:positive,,0.97
8078,2:negative,2:negative,,0.78
8079,1:positive,1:positive,,1
8080,1:positive,1:positive,,0.99
8081,1:positive,1:positive,,0.96
8082,1:positive,1:positive,,0.94
8083,1:positive,1:positive,,0.96
8084,2:negative,2:negative,,0.76
8085,1:positive,1:positive,,0.87
8086,1:positive,1:positive,,0.98
8087,1:positive,1:positive,,0.99
8088,3:neutral,3:neutral,,0.71
8089,1:positive,1:positive,,0.93
8090,1:positive,1:positive,,0.94
8091,2:negative,2:negative,,0.91
8092,1:positive,1:positive,,0.97
8093,1:positive,1:positive,,0.98
8094,2:negative,2:negative,,0.89
8095,1:positive,1:positive,,0.96
8096,1:positive,1:positive,,0.84
8097,1:positive,1:positive,,0.93
8098,2:negative,2:negative,,0.9
8099,1:positive,1:positive,,0.94
8100,1:positive,1:positive,,0.99
8101,1:positive,1:positive,,0.98
8102,1:positive,1:positive,,0.85
8103,1:positive,1:positive,,0.93
8104,1:positive,1:positive,,0.93
8105,1:positive,1:positive,,0.96
8106,1:positive,1:positive,,0.9
8107,1:positive,1:positive,,0.94
8108,1:positive,1:positive,,0.99
8109,2:negative,2:negative,,0.9
8110,2:negative,2:negative,,0.9
8111,1:positive,1:positive,,0.93
8112,2:negative,2:negative,,0.82
8113,1:positive,1:positive,,0.9
8114,1:positive,1:positive,,0.98
8115,1:positive,1:positive,,0.89
8116,1:positive,1:positive,,1
8117,1:positive,1:positive,,0.95
8118,1:positive,1:positive,,0.92
8119,1:positive,1:positive,,1
8120,1:positive,1:positive,,0.99
8121,1:positive,1:positive,,0.86
8122,2:negative,2:negative,,0.83
8123,2:negative,2:negative,,0.91
8124,1:positive,1:positive,,0.99
8125,2:negative,2:negative,,0.87
8126,1:positive,1:positive,,0.91
8127,1:positive,1:positive,,0.87
8128,1:positive,1:positive,,0.96
8129,1:positive,1:positive,,0.98
8130,1:positive,1:positive,,1
8131,2:negative,2:negative,,0.88
8132,1:positive,1:positive,,0.98
8133,1:positive,1:positive,,0.96
8134,1:positive,1:positive,,0.9
8135,1:positive,1:positive,,0.97
8136,1:positive,1:positive,,0.97
8137,3:neutral,3:neutral,,0.67
8138,2:negative,2:negative,,0.75
8139,1:positive,1:positive,,0.83
8140,1:positive,1:positive,,0.98
8141,2:negative,2:negative,,0.95
8142,1:positive,1:positive,,0.95
8143,1:positive,1:positive,,0.92
8144,1:positive,1:positive,,0.95
8145,1:positive,1:positive,,0.97
8146,1:positive,1:positive,,0.95
8147,3:neutral,3:neutral,,0.57
8148,1:positive,1:positive,,0.84
8149,1:positive,1:positive,,0.97
8150,1:positive,1:positive,,0.93
8151,1:positive,1:positive,,0.96
8152,1:positive,1:positive,,0.93
8153,1:positive,1:positive,,0.97
8154,1:positive,1:positive,,0.99
8155,1:positive,1:positive,,0.98
8156,1:positive,1:positive,,0.98
8157,1:positive,1:positive,,0.99
8158,1:positive,1:positive,,0.99
8159,1:positive,1:positive,,1
8160,1:positive,1:positive,,1
8161,2:negative,2:negative,,0.75
8162,1:positive,1:positive,,0.94
8163,1:positive,1:positive,,0.98
8164,1:positive,1:positive,,0.93
8165,1:positive,1:positive,,0.85
8166,1:positive,1:positive,,0.87
8167,1:positive,1:positive,,0.93
8168,1:positive,1:positive,,0.98
8169,2:negative,2:negative,,0.97
8170,1:positive,1:positive,,0.88
8171,1:positive,1:positive,,0.95
8172,1:positive,1:positive,,0.95
8173,1:positive,1:positive,,0.93
8174,1:positive,1:positive,,0.89
8175,1:positive,1:positive,,0.98
8176,2:negative,2:negative,,0.94
8177,1:positive,1:positive,,0.94
8178,1:positive,1:positive,,0.96
8179,1:positive,1:positive,,0.97
8180,1:positive,1:positive,,0.99
8181,1:positive,1:positive,,0.91
8182,1:positive,1:positive,,0.92
8183,1:positive,1:positive,,0.94
8184,1:positive,1:positive,,0.95
8185,2:negative,2:negative,,0.77
8186,1:positive,1:positive,,0.89
8187,1:positive,1:positive,,0.94
8188,1:positive,1:positive,,0.99
8189,2:negative,2:negative,,0.75
8190,1:positive,1:positive,,0.92
8191,2:negative,2:negative,,0.85
8192,1:positive,1:positive,,0.96
8193,1:positive,1:positive,,1
8194,1:positive,1:positive,,0.99
8195,1:positive,1:positive,,0.87
8196,1:positive,1:positive,,0.95
8197,1:positive,1:positive,,0.93
8198,2:negative,2:negative,,0.81
8199,2:negative,2:negative,,0.87
8200,1:positive,1:positive,,0.94
8201,3:neutral,3:neutral,,0.73
8202,2:negative,2:negative,,0.79
8203,1:positive,1:positive,,0.99
8204,1:positive,1:positive,,0.97
8205,1:positive,1:positive,,0.88
8206,1:positive,1:positive,,0.89
8207,1:positive,1:positive,,0.95
8208,1:positive,1:positive,,0.84
8209,1:positive,1:positive,,0.81
8210,1:positive,1:positive,,0.86
8211,1:positive,1:positive,,0.97
8212,1:positive,1:positive,,0.98
8213,1:positive,1:positive,,0.95
8214,1:positive,1:positive,,0.94
8215,1:positive,1:positive,,0.89
8216,1:positive,1:positive,,0.94
8217,2:negative,2:negative,,0.86
8218,2:negative,2:negative,,0.78
8219,1:positive,1:positive,,0.81
8220,1:positive,1:positive,,0.98
8221,2:negative,2:negative,,0.81
8222,1:positive,1:positive,,0.95
8223,2:negative,2:negative,,0.82
8224,1:positive,1:positive,,0.92
8225,1:positive,1:positive,,0.88
8226,1:positive,1:positive,,0.97
8227,1:positive,1:positive,,0.96
8228,1:positive,1:positive,,0.99
8229,1:positive,1:positive,,0.95
8230,1:positive,1:positive,,0.99
8231,1:positive,1:positive,,0.96
8232,2:negative,2:negative,,0.75
8233,1:positive,1:positive,,0.98
8234,1:positive,1:positive,,0.99
8235,1:positive,1:positive,,0.98
8236,1:positive,1:positive,,0.84
8237,2:negative,2:negative,,0.84
8238,2:negative,2:negative,,0.71
8239,1:positive,1:positive,,1
8240,1:positive,1:positive,,1
8241,1:positive,1:positive,,0.98
8242,1:positive,1:positive,,0.84
8243,1:positive,1:positive,,0.98
8244,1:positive,1:positive,,0.94
8245,1:positive,1:positive,,0.9
8246,1:positive,1:positive,,0.98
8247,1:positive,1:positive,,0.99
8248,1:positive,1:positive,,0.96
8249,1:positive,1:positive,,0.97
8250,1:positive,1:positive,,0.97
8251,1:positive,1:positive,,0.86
8252,1:positive,1:positive,,0.86
8253,1:positive,1:positive,,0.96
8254,2:negative,2:negative,,0.94
8255,1:positive,1:positive,,1
8256,1:positive,1:positive,,0.94
8257,1:positive,1:positive,,0.97
8258,1:positive,1:positive,,0.97
8259,1:positive,1:positive,,0.97
8260,1:positive,1:positive,,1
8261,1:positive,1:positive,,0.96
8262,2:negative,2:negative,,0.78
8263,3:neutral,3:neutral,,0.63
8264,2:negative,2:negative,,0.72
8265,1:positive,1:positive,,0.96
8266,2:negative,2:negative,,0.93
8267,1:positive,1:positive,,0.92
8268,1:positive,1:positive,,0.97
8269,1:positive,1:positive,,0.98
8270,1:positive,1:positive,,0.9
8271,2:negative,2:negative,,0.91
8272,2:negative,2:negative,,0.86
8273,1:positive,1:positive,,0.86
8274,1:positive,1:positive,,0.85
8275,1:positive,1:positive,,1
8276,1:positive,1:positive,,0.9
8277,1:positive,1:positive,,0.98
8278,1:positive,1:positive,,1
8279,1:positive,1:positive,,0.95
8280,1:positive,1:positive,,0.97
8281,2:negative,2:negative,,0.84
8282,2:negative,2:negative,,0.89
8283,1:positive,1:positive,,0.91
8284,1:positive,1:positive,,0.99
8285,1:positive,1:positive,,0.94
8286,1:positive,1:positive,,0.86
8287,1:positive,1:positive,,1
8288,1:positive,1:positive,,1
8289,1:positive,1:positive,,1
8290,1:positive,1:positive,,0.91
8291,2:negative,2:negative,,0.83
8292,2:negative,2:negative,,0.92
8293,1:positive,1:positive,,0.9
8294,1:positive,1:positive,,0.96
8295,1:positive,1:positive,,0.97
8296,1:positive,1:positive,,0.96
8297,1:positive,1:positive,,0.99
8298,2:negative,2:negative,,0.93
8299,1:positive,1:positive,,0.98
8300,1:positive,1:positive,,0.96
8301,1:positive,1:positive,,0.98
8302,1:positive,1:positive,,0.96
8303,1:positive,1:positive,,0.97
8304,1:positive,1:positive,,0.98
8305,1:positive,1:positive,,0.94
8306,1:positive,1:positive,,0.94
8307,2:negative,2:negative,,0.89
8308,2:negative,2:negative,,0.84
8309,2:negative,2:negative,,0.94
8310,2:negative,2:negative,,0.9
8311,1:positive,1:positive,,0.96
8312,2:negative,2:negative,,0.89
8313,1:positive,1:positive,,0.96
8314,1:positive,1:positive,,0.96
8315,1:positive,1:positive,,0.94
8316,2:negative,2:negative,,0.84
8317,2:negative,2:negative,,0.86
8318,1:positive,1:positive,,0.97
8319,3:neutral,3:neutral,,0.71
8320,1:positive,1:positive,,0.98
8321,2:negative,2:negative,,0.75
8322,1:positive,1:positive,,0.97
8323,1:positive,1:positive,,0.94
8324,1:positive,1:positive,,0.87
8325,1:positive,1:positive,,0.98
8326,1:positive,1:positive,,0.95
8327,1:positive,1:positive,,0.96
8328,1:positive,1:positive,,0.96
8329,1:positive,1:positive,,0.89
8330,1:positive,1:positive,,0.95
8331,1:positive,1:positive,,1
8332,1:positive,1:positive,,0.94
8333,1:positive,1:positive,,0.99
8334,2:negative,2:negative,,0.97
8335,1:positive,1:positive,,0.97
8336,1:positive,1:positive,,0.95
8337,1:positive,1:positive,,0.94
8338,1:positive,1:positive,,0.98
8339,1:positive,1:positive,,0.85
8340,1:positive,1:positive,,0.93
8341,1:positive,1:positive,,0.83
8342,1:positive,1:positive,,0.99
8343,1:positive,1:positive,,0.99
8344,1:positive,1:positive,,0.89
8345,1:positive,1:positive,,0.92
8346,1:positive,1:positive,,0.99
8347,1:positive,1:positive,,0.95
8348,1:positive,1:positive,,0.95
8349,1:positive,1:positive,,0.96
8350,2:negative,2:negative,,0.84
8351,1:positive,1:positive,,0.98
8352,1:positive,1:positive,,0.93
8353,1:positive,1:positive,,0.82
8354,1:positive,1:positive,,0.94
8355,1:positive,1:positive,,0.94
8356,1:positive,1:positive,,0.96
8357,1:positive,1:positive,,0.85
8358,1:positive,1:positive,,0.92
8359,1:positive,1:positive,,0.94
8360,1:positive,1:positive,,0.99
8361,1:positive,1:positive,,0.99
8362,2:negative,2:negative,,0.92
8363,1:positive,1:positive,,0.97
8364,2:negative,2:negative,,0.7
8365,1:positive,1:positive,,0.96
8366,1:positive,1:positive,,0.95
8367,1:positive,1:positive,,0.9
8368,1:positive,1:positive,,0.92
8369,2:negative,2:negative,,0.92
8370,2:negative,2:negative,,0.73
8371,1:positive,1:positive,,0.99
8372,2:negative,2:negative,,0.78
8373,1:positive,1:positive,,0.87
8374,2:negative,2:negative,,0.76
8375,1:positive,1:positive,,0.93
8376,1:positive,1:positive,,0.94
8377,2:negative,2:negative,,0.93
8378,1:positive,1:positive,,0.97
8379,1:positive,1:positive,,0.97
8380,1:positive,1:positive,,0.9
8381,1:positive,1:positive,,0.99
8382,2:negative,2:negative,,0.88
8383,1:positive,1:positive,,0.81
8384,1:positive,1:positive,,0.91
8385,1:positive,1:positive,,0.95
8386,1:positive,1:positive,,0.93
8387,1:positive,1:positive,,0.92
8388,1:positive,1:positive,,0.93
8389,2:negative,2:negative,,0.87
8390,1:positive,1:positive,,0.94
8391,1:positive,1:positive,,1
8392,1:positive,1:positive,,0.9
8393,2:negative,2:negative,,0.81
8394,2:negative,2:negative,,0.93
8395,2:negative,2:negative,,0.7
8396,1:positive,1:positive,,1
8397,1:positive,1:positive,,0.86
8398,1:positive,1:positive,,0.86
8399,2:negative,2:negative,,0.96
8400,1:positive,1:positive,,0.97
8401,1:positive,1:positive,,0.94
8402,1:positive,1:positive,,0.89
8403,1:positive,1:positive,,0.98
8404,1:positive,1:positive,,0.93
8405,1:positive,1:positive,,0.83
8406,1:positive,1:positive,,0.84
8407,1:positive,1:positive,,0.97
8408,1:positive,1:positive,,0.98
8409,1:positive,1:positive,,0.92
8410,2:negative,2:negative,,0.88
8411,1:positive,1:positive,,0.99
8412,2:negative,2:negative,,0.8
8413,2:negative,2:negative,,0.93
8414,2:negative,2:negative,,0.8
8415,1:positive,1:positive,,0.97
8416,2:negative,2:negative,,0.84
8417,1:positive,1:positive,,0.91
8418,1:positive,1:positive,,0.95
8419,1:positive,1:positive,,0.98
8420,2:negative,2:negative,,0.75
8421,2:negative,2:negative,,0.95
8422,1:positive,1:positive,,0.98
8423,1:positive,1:positive,,0.92
8424,1:positive,1:positive,,0.94
8425,2:negative,2:negative,,0.91
8426,3:neutral,3:neutral,,0.66
8427,1:positive,1:positive,,0.97
8428,1:positive,1:positive,,0.98
8429,1:positive,1:positive,,0.87
8430,2:negative,2:negative,,0.74
8431,1:positive,1:positive,,0.98
8432,1:positive,1:positive,,0.99
8433,1:positive,1:positive,,0.9
8434,1:positive,1:positive,,0.95
8435,2:negative,2:negative,,0.75
8436,1:positive,1:positive,,0.91
8437,1:positive,1:positive,,0.88
8438,2:negative,2:negative,,0.94
8439,1:positive,1:positive,,0.96
8440,1:positive,1:positive,,0.97
8441,1:positive,1:positive,,0.97
8442,2:negative,2:negative,,0.88
8443,1:positive,1:positive,,0.97
8444,1:positive,1:positive,,0.97
8445,1:positive,1:positive,,0.99
8446,1:positive,1:positive,,0.94
8447,2:negative,2:negative,,0.86
8448,2:negative,2:negative,,0.86
8449,1:positive,1:positive,,1
8450,1:positive,1:positive,,0.98
8451,1:positive,1:positive,,0.96
8452,1:positive,1:positive,,0.94
8453,1:positive,1:positive,,0.99
8454,1:positive,1:positive,,1
8455,1:positive,1:positive,,0.89
8456,1:positive,1:positive,,0.98
8457,1:positive,1:positive,,0.96
8458,1:positive,1:positive,,0.97
8459,1:positive,1:positive,,0.99
8460,1:positive,1:positive,,0.98
8461,1:positive,1:positive,,0.97
8462,1:positive,1:positive,,0.96
8463,1:positive,1:positive,,0.99
8464,1:positive,1:positive,,0.86
8465,1:positive,1:positive,,0.98
8466,1:positive,1:positive,,0.95
8467,1:positive,1:positive,,0.9
8468,1:positive,1:positive,,0.98
8469,1:positive,1:positive,,0.89
8470,1:positive,1:positive,,0.96
8471,2:negative,2:negative,,0.75
8472,2:negative,2:negative,,0.86
8473,1:positive,1:positive,,0.98
8474,1:positive,1:positive,,0.94
8475,1:positive,1:positive,,0.91
8476,1:positive,1:positive,,0.96
8477,2:negative,2:negative,,0.85
8478,1:positive,1:positive,,0.99
8479,1:positive,1:positive,,0.96
8480,1:positive,1:positive,,0.97
8481,1:positive,1:positive,,0.97
8482,2:negative,2:negative,,0.73
8483,1:positive,1:positive,,0.89
8484,1:positive,1:positive,,0.98
8485,2:negative,2:negative,,0.85
8486,1:positive,1:positive,,0.94
8487,1:positive,1:positive,,0.98
8488,1:positive,1:positive,,0.94
8489,1:positive,1:positive,,0.97
8490,1:positive,1:positive,,0.93
8491,1:positive,1:positive,,1
8492,1:positive,1:positive,,0.94
8493,1:positive,1:positive,,0.94
8494,1:positive,1:positive,,0.98
8495,2:negative,2:negative,,0.72
8496,1:positive,1:positive,,0.99
8497,1:positive,1:positive,,0.91
8498,1:positive,1:positive,,0.96
8499,1:positive,1:positive,,1
8500,2:negative,2:negative,,0.88
8501,2:negative,2:negative,,0.81
8502,2:negative,2:negative,,0.77
8503,2:negative,2:negative,,0.89
8504,1:positive,1:positive,,0.98
8505,3:neutral,3:neutral,,0.64
8506,1:positive,1:positive,,0.99
8507,1:positive,1:positive,,0.92
8508,1:positive,1:positive,,0.97
8509,2:negative,2:negative,,0.75
8510,1:positive,1:positive,,0.96
8511,2:negative,2:negative,,0.95
8512,2:negative,2:negative,,0.87
8513,2:negative,2:negative,,0.85
8514,1:positive,1:positive,,0.91
8515,1:positive,1:positive,,0.93
8516,1:positive,1:positive,,0.93
8517,1:positive,1:positive,,0.94
8518,1:positive,1:positive,,1
8519,1:positive,1:positive,,0.94
8520,1:positive,1:positive,,0.98
8521,1:positive,1:positive,,0.98
8522,1:positive,1:positive,,0.95
8523,3:neutral,3:neutral,,0.6
8524,1:positive,1:positive,,0.94
8525,1:positive,1:positive,,0.92
8526,1:positive,1:positive,,0.82
8527,1:positive,1:positive,,0.98
8528,2:negative,2:negative,,0.83
8529,1:positive,1:positive,,0.94
8530,1:positive,1:positive,,0.97
8531,1:positive,1:positive,,0.98
8532,1:positive,1:positive,,0.94
8533,1:positive,1:positive,,0.89
8534,1:positive,1:positive,,0.91
8535,2:negative,2:negative,,0.9
8536,3:neutral,3:neutral,,0.57
8537,1:positive,1:positive,,0.92
8538,1:positive,1:positive,,0.87
8539,2:negative,2:negative,,0.76
8540,2:negative,2:negative,,0.92
8541,1:positive,1:positive,,0.96
8542,1:positive,1:positive,,0.86
8543,1:positive,1:positive,,0.96
8544,2:negative,2:negative,,0.91
8545,1:positive,1:positive,,0.96
8546,1:positive,1:positive,,0.84
8547,2:negative,2:negative,,0.93
8548,2:negative,2:negative,,0.87
8549,1:positive,1:positive,,0.97
8550,2:negative,2:negative,,0.82
8551,1:positive,1:positive,,0.97
8552,1:positive,1:positive,,1
8553,2:negative,2:negative,,0.89
8554,1:positive,1:positive,,0.92
8555,1:positive,1:positive,,0.97
8556,1:positive,1:positive,,0.92
8557,1:positive,1:positive,,0.88
8558,1:positive,1:positive,,0.93
8559,1:positive,1:positive,,1
8560,1:positive,1:positive,,0.97
8561,2:negative,2:negative,,0.78
8562,1:positive,1:positive,,0.93
8563,1:positive,1:positive,,0.83
8564,1:positive,1:positive,,0.91
8565,3:neutral,3:neutral,,0.65
8566,1:positive,1:positive,,0.93
8567,1:positive,1:positive,,0.98
8568,1:positive,1:positive,,0.98
8569,1:positive,1:positive,,0.99
8570,1:positive,1:positive,,0.95
8571,1:positive,1:positive,,0.95
8572,1:positive,1:positive,,0.98
8573,1:positive,1:positive,,0.92
8574,1:positive,1:positive,,0.89
8575,1:positive,1:positive,,0.95
8576,2:negative,2:negative,,0.83
8577,1:positive,1:positive,,0.92
8578,1:positive,1:positive,,0.96
8579,1:positive,1:positive,,0.99
8580,1:positive,1:positive,,0.92
8581,1:positive,1:positive,,1
8582,1:positive,1:positive,,0.98
8583,1:positive,1:positive,,0.98
8584,1:positive,1:positive,,0.99
8585,1:positive,1:positive,,0.96
8586,1:positive,1:positive,,0.93
8587,1:positive,1:positive,,0.96
8588,1:positive,1:positive,,0.93
8589,2:negative,2:negative,,0.81
8590,1:positive,1:positive,,0.94
8591,2:negative,2:negative,,0.75
8592,1:positive,1:positive,,0.79
8593,1:positive,1:positive,,0.96
8594,2:negative,2:negative,,0.94
8595,1:positive,1:positive,,0.96
8596,1:positive,1:positive,,0.91
8597,1:positive,1:positive,,0.91
8598,1:positive,1:positive,,0.98
8599,2:negative,2:negative,,0.82
8600,1:positive,1:positive,,1
8601,1:positive,1:positive,,0.82
8602,1:positive,1:positive,,0.96
8603,1:positive,1:positive,,0.97
8604,2:negative,2:negative,,0.78
8605,1:positive,1:positive,,0.98
8606,1:positive,1:positive,,0.99
8607,1:positive,1:positive,,0.96
8608,2:negative,2:negative,,0.75
8609,2:negative,2:negative,,0.79
8610,1:positive,1:positive,,0.85
8611,2:negative,2:negative,,0.9
8612,1:positive,1:positive,,0.98
8613,1:positive,1:positive,,0.98
8614,2:negative,2:negative,,0.9
8615,1:positive,1:positive,,1
8616,2:negative,2:negative,,0.76
8617,1:positive,1:positive,,0.9
8618,2:negative,2:negative,,0.79
8619,1:positive,1:positive,,0.96
8620,2:negative,2:negative,,0.79
8621,1:positive,1:positive,,0.88
8622,1:positive,1:positive,,0.95
8623,2:negative,2:negative,,0.75
8624,2:negative,2:negative,,0.87
8625,1:positive,1:positive,,0.95
8626,2:negative,2:negative,,0.91
8627,2:negative,2:negative,,0.83
8628,1:positive,1:positive,,1
8629,1:positive,1:positive,,0.92
8630,1:positive,1:positive,,0.98
8631,1:positive,1:positive,,0.99
8632,1:positive,1:positive,,0.96
8633,1:positive,1:positive,,0.94
8634,2:negative,2:negative,,0.82
8635,1:positive,1:positive,,0.98
8636,1:positive,1:positive,,0.9
8637,1:positive,1:positive,,0.91
8638,1:positive,1:positive,,0.92
8639,1:positive,1:positive,,0.9
8640,1:positive,1:positive,,0.95
8641,1:positive,1:positive,,0.94
8642,1:positive,1:positive,,0.99
8643,1:positive,1:positive,,0.91
8644,2:negative,2:negative,,0.8
8645,2:negative,2:negative,,0.94
8646,1:positive,1:positive,,0.99
8647,1:positive,1:positive,,1
8648,2:negative,2:negative,,0.79
8649,1:positive,1:positive,,0.96
8650,2:negative,2:negative,,0.79
8651,2:negative,2:negative,,0.81
8652,1:positive,1:positive,,0.96
8653,2:negative,2:negative,,0.89
8654,2:negative,2:negative,,0.8
8655,1:positive,1:positive,,0.93
